19 8 25 0 0.07209211733075739 0.31039374398115743 0.617514137768998 
51 28 29 1 0.2504900456136993 0.6267230461425115 0.1227869072735609 
14 1 38 1 0.03772624886883134 0.7314714429566489 0.2308023073840058 
31 30 3 1 0.3093862711857269 0.5554699883337081 0.13514373949831796 
69 25 59 2 0.036326289657456545 0.6708150251608478 0.29285868420647415 
3 17 4 1 0.1519961355748627 0.563152828271 0.28485103526506605 
3 12 14 0 0.25642336138517163 0.6304170582002507 0.1131595794532878 
44 19 10 2 0.005578640736889213 0.3777867490510401 0.616634609470051 
34 20 10 1 0.2913357458019363 0.6325568106325148 0.07610744280583419 
47 3 46 0 0.08732431707987591 0.7376104939353068 0.1750651883390883 
30 36 31 1 0.26611822462936074 0.6788176492469654 0.05506412546801278 
12 4 6 1 0.08539213458628152 0.3245020360119903 0.5901058288205634 
26 12 3 0 0.013964437692470215 0.35270836150099283 0.6333271999789595 
32 12 34 1 0.05023515629741742 0.7933418272930918 0.1564230154098342 
56 63 5 1 0.08135174650257518 0.5801340530968134 0.3385141994922131 
57 63 68 2 0.16227695807295822 0.5053909771081099 0.33233206402642984 
17 2 14 1 0.10084860735531477 0.801388375097166 0.09776301683649444 
8 17 4 2 0.003458520410381325 0.696412425025538 0.3001290536761645 
8 1 14 1 0.04966304647994968 0.7367408340321377 0.21359611867367992 
68 37 58 2 0.01794964945549728 0.35379636197125286 0.6282539878800537 
55 10 64 1 0.1867176135852054 0.7567233279436208 0.056559057600892915 
18 38 3 1 0.019021775509232973 0.4481445757667029 0.5328336478172578 
60 4 56 0 0.5837649166193719 0.21207443896442674 0.20416064355935712 
5 1 3 1 0.1903992651645229 0.7121880738732995 0.09741266014942784 
16 1 8 1 0.022112436578395258 0.8303516883674636 0.14753587428651352 
38 9 29 2 2.6005239912812537e-06 0.402804039143864 0.5971933593334756 
33 37 58 2 0.46261067312116133 0.18164177052847325 0.35574755564296595 
35 37 58 2 0.013901930216329298 0.5168176161724409 0.4692804529163665 
10 0 5 1 0.03849642396542826 0.8182063321824704 0.14329724310416558 
2 1 8 1 0.0565539351376536 0.8531525107927772 0.09029355330086859 
11 31 6 1 0.05515551879634558 0.5699060715005825 0.3749384090651207 
21 4 37 2 0.07532525442271067 0.6333211972159022 0.2913535475731995 
30 12 34 1 0.42419320589360976 0.4680738923209056 0.10773290078581316 
11 12 14 1 0.07663800307037742 0.9008291483043552 0.022532847664121395 
17 8 15 1 0.07437763034072883 0.7298116259489185 0.19581074296622378 
78 26 4 2 0.004955220744735867 0.20298546046291302 0.7920593180150295 
33 32 10 1 0.41425699089195583 0.3889538918823343 0.19678911637407454 
43 0 6 1 0.16706762656732357 0.5868688105850468 0.24606356187604883 
12 18 5 1 0.08318188277690132 0.6835797314746062 0.2332383849860001 
9 9 4 1 0.4237811574829823 0.5538667124261141 0.022352129090785315 
0 8 11 2 0.034760134466858016 0.6329284807333103 0.33231138389700404 
